Competência,Subclasse,Admitidos,Desligados,Saldo
08/2021,Com. Var. de Madeira e Artefatos,1,3,-2
08/2021,Com. Atac. de Produtos Alim. em Geral,3,6,-3
08/2021,Com. Var. de Comb. para Veíc. Autom.,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,0,2,-2
08/2021,Com. Var. de Art. do Vestuário e Acessórios,3,2,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,1,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,2,-2
08/2021,Com. Var. de Plantas e Flores Naturais,1,2,-1
08/2021,"Com. Atac. de Chocolates, Confeitos, Balas, Bombons e Semelhantes",1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,0,1
08/2021,"Lojas de Dep. ou Magazines, Exceto Lojas Francas (Duty Free)",0,2,-2
08/2021,Com. Var. de Art. de óptica,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,1,0
08/2021,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",2,2,0
08/2021,"Comercio Var. de Art. de Cama, Mesa e Banho",0,1,-1
08/2021,Com. Var. de Comb. para Veíc. Autom.,1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,1,0
08/2021,Com. Var. de Mat. de Const. em Geral,2,1,1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,2,1,1
08/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",0,1,-1
08/2021,Padaria e Confeitaria com Pred. de Revenda,1,1,0
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,2,1,1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,2,-2
08/2021,Com. a Var. de Motocicletas e Motonetas Novas,0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
08/2021,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,1,0
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,6,-4
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,5,-3
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",8,7,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,4,-1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",14,12,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,1,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,3,-2
08/2021,Com. Atac. de Produtos Alim. em Geral,4,0,4
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,1,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,2,-2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",5,3,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,3,0
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",6,4,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",78,2,76
08/2021,Padaria e Confeitaria com Pred. de Revenda,1,1,0
08/2021,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
08/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",1,2,-1
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
08/2021,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,0,1
08/2021,Com. Var. de Mat. de Const. em Geral,1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",6,10,-4
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,6,-3
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,1,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,0,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",4,2,2
08/2021,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",0,2,-2
08/2021,Com. Var. de Outros Art. de Uso Doméstico não Especif. Ant.,1,0,1
08/2021,Com. Atac. de Resíduos e Sucatas Metálicos,2,0,2
08/2021,Com. a Var. de Motocicletas e Motonetas Novas,2,2,0
08/2021,Com. Atac. de Art. de Escritório e de Papelaria,1,0,1
08/2021,"Com. Atac. de Máquinas, Aparelhos e Equip. para Uso Agropecuário, Partes e Peças",7,8,-1
08/2021,Com. Atac. de Produtos Alim. em Geral,0,1,-1
08/2021,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",1,1,0
08/2021,Com. Var. de Calçados,1,0,1
08/2021,Com. Var. de Calçados,1,5,-4
08/2021,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",8,8,0
08/2021,Comercio Var. de Art. de Armarinho,1,0,1
08/2021,Padaria e Confeitaria com Pred. de Revenda,2,3,-1
08/2021,"Com. Atac. de Outras Máquinas e Equip. não Especif. Ant., Partes e Peças",5,2,3
08/2021,"Com. Atac. de Máquinas e Equip. para Uso Industrial, Partes e Peças",1,0,1
08/2021,Serv. de Borracharia para Veíc. Autom.,0,1,-1
08/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",3,0,3
08/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,2,2,0
08/2021,Com. Var. de Madeira e Artefatos,2,1,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",2,1,1
08/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",5,6,-1
08/2021,"Com. Atac. de Resíduos e Sucatas Não-Metálicos, Exceto de Papel e Papelão",2,1,1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,2,-1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",3,0,3
08/2021,Com. Atac. de Outros Equip. e Art. de Uso Pessoal e Doméstico não Especif. Ant.,3,2,1
08/2021,"Com. Atac. de Máquinas, Aparelhos e Equip. para Uso Agropecuário, Partes e Peças",1,2,-1
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
08/2021,Com. Var. de Outros Produtos não Especif. Ant.,1,0,1
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,2,-2
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,2,-2
08/2021,Com. Atac. de Material Elétrico,0,1,-1
08/2021,"Com. Var. de Art. de Caça, Pesca e Camping",1,0,1
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,4,1,3
08/2021,Com. Var. de Comb. para Veíc. Autom.,1,1,0
08/2021,"Com. Var. de Suvenires, Bijuterias e Artesanatos",1,0,1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
08/2021,Com. Var. de Brinquedos e Art. Recreativos,1,0,1
08/2021,Com. Var. de Brinquedos e Art. Recreativos,0,1,-1
08/2021,Com. Var. de Brinquedos e Art. Recreativos,0,2,-2
08/2021,"Com. Atac. de Cerveja, Chope e Refrigerante",23,15,8
08/2021,Com. Var. de Comb. para Veíc. Autom.,1,0,1
08/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
08/2021,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
08/2021,Com. Var. de Mat. de Const. em Geral,1,0,1
08/2021,Com. Var. de Tintas e Mat. para Pintura,0,1,-1
08/2021,Com. Var. de Comb. para Veíc. Autom.,2,0,2
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
08/2021,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
08/2021,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",0,1,-1
08/2021,Com. Var. de Madeira e Artefatos,0,1,-1
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,1,1,0
08/2021,Com. por Atacado de Peças e Acessórios Novos para Veíc. Autom.,0,2,-2
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,2,-1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,1,0
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
08/2021,Com. Atac. de Aves Vivas e Ovos,1,0,1
08/2021,Com. Atac. de Aves Vivas e Ovos,0,2,-2
08/2021,"Lojas de Dep. ou Magazines, Exceto Lojas Francas (Duty Free)",3,0,3
08/2021,"Lojas de Dep. ou Magazines, Exceto Lojas Francas (Duty Free)",5,3,2
08/2021,Com. Atac. de Cosméticos e Produtos de Perfumaria,1,0,1
08/2021,"Com. Atac. de Cerveja, Chope e Refrigerante",6,4,2
08/2021,Com. Var. de Art. do Vestuário e Acessórios,2,1,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,2,-1
08/2021,Com. Atac. de Art. de Escritório e de Papelaria,2,2,0
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",10,5,5
08/2021,Com. a Var. de Pneumáticos e Câmaras-De-Ar,1,0,1
08/2021,Com. Var. de Livros,0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",4,1,3
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,2,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,2,-2
08/2021,"Com. Atac. de Instrumentos e Mat. para Uso Médico, Cirúrgico, Hospitalar e de Laboratórios",1,2,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,2,-2
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,2,-2
08/2021,"Com. Atac. de Vidros, Espelhos e Vitrais",0,1,-1
08/2021,Com. Var. de Outros Art. de Uso Doméstico não Especif. Ant.,3,1,2
08/2021,Com. Var. de Carnes - Açougues,1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,1,0
08/2021,Com. Var. de Plantas e Flores Naturais,5,3,2
08/2021,Com. Var. de Mat. de Const. em Geral,3,1,2
08/2021,Com. por Atacado de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
08/2021,"Comercio Var. de Art. de Cama, Mesa e Banho",0,2,-2
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,Com. Var. de Calçados,2,0,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",48,25,23
08/2021,Com. Var. de Art. de Joalheria,0,1,-1
08/2021,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",1,1,0
08/2021,Com. Var. de Art. de Joalheria,1,0,1
08/2021,Com. Atac. de Resinas e Elastômeros,2,0,2
08/2021,Com. Var. de Outros Produtos não Especif. Ant.,1,2,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",2,1,1
08/2021,Com. Var. de Móveis,1,0,1
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,1,1
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,1,-1
08/2021,Com. Var. de Outros Produtos não Especif. Ant.,2,0,2
08/2021,Padaria e Confeitaria com Pred. de Revenda,1,0,1
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,5,3,2
08/2021,Com. Atac. de Matérias-Primas Agrícolas não Especificadas Ant.,8,3,5
08/2021,Com. Var. de Brinquedos e Art. Recreativos,1,1,0
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,1,0
08/2021,Com. Atac. Especial. em Outros Produtos Alim. não Especif. Ant.,1,1,0
08/2021,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",2,1,1
08/2021,Padaria e Confeitaria com Pred. de Revenda,2,0,2
08/2021,Padaria e Confeitaria com Pred. de Revenda,1,0,1
08/2021,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",5,4,1
08/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Usados",1,0,1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",2,0,2
08/2021,Com. Var. de Tintas e Mat. para Pintura,0,1,-1
08/2021,Com. Var. de Tintas e Mat. para Pintura,1,1,0
08/2021,Com. Var. de Tintas e Mat. para Pintura,1,1,0
08/2021,Com. Var. de Tintas e Mat. para Pintura,1,2,-1
08/2021,Com. Var. de Tintas e Mat. para Pintura,1,0,1
08/2021,Com. Var. de Tintas e Mat. para Pintura,2,2,0
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,2,0,2
08/2021,Com. Var. de Art. de Papelaria,0,1,-1
08/2021,Com. Var. de Madeira e Artefatos,4,0,4
08/2021,"Com. Atac. de Máquinas e Equip. para Uso Industrial, Partes e Peças",0,1,-1
08/2021,Com. Var. de Livros,3,1,2
08/2021,Com. Var. de Comb. para Veíc. Autom.,1,1,0
08/2021,Com. Var. de Comb. para Veíc. Autom.,1,1,0
08/2021,"Com. Atac. de Merc. em Geral, com Pred. de Insumos Agropecuários",4,4,0
08/2021,"Serv. de Lavagem, Lubrificação e Polimento de Veíc. Autom.",18,3,15
08/2021,Com. Var. de Vidros,0,1,-1
08/2021,Com. Var. de Vidros,0,2,-2
08/2021,Com. Var. de Mat. de Const. em Geral,3,2,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Hipermercados",7,10,-3
08/2021,Com. Atac. de Ferragens e Ferramentas,10,2,8
08/2021,Com. Var. de Art. do Vestuário e Acessórios,0,2,-2
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,3,1,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Hipermercados",4,7,-3
08/2021,Com. Atac. de Produtos Alim. em Geral,1,1,0
08/2021,Com. Atac. Especial. de Mat. de Const. não Especif. Ant.,5,2,3
08/2021,Com. Var. de Art. de Joalheria,0,1,-1
08/2021,"Com. Atac. de Máquinas, Aparelhos e Equip. para Uso Agropecuário, Partes e Peças",11,0,11
08/2021,Com. Var. Especial. de Equip. e Suprimentos de Informática,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,0,3,-3
08/2021,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
08/2021,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",1,0,1
08/2021,Com. Var. Especial. de Equip. de Telefonia e Comunicação,1,2,-1
11/2020,Com. Var. Especial. de Equip. e Suprimentos de Informática,1,1,0
11/2020,Com. Var. Especial. de Equip. de Telefonia e Comunicação,1,0,1
11/2020,Com. Var. de Mat. de Const. não Especif. Ant.,1,1,0
11/2020,Com. Var. de Ferragens e Ferramentas,1,0,1
11/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,2,-2
11/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,5,0,5
11/2020,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
11/2020,Com. Atac. de Ferragens e Ferramentas,1,0,1
11/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
11/2020,Padaria e Confeitaria com Pred. de Revenda,1,0,1
11/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",1,0,1
11/2020,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",0,2,-2
11/2020,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",1,0,1
11/2020,"Representantes Comerciais e Agentes do Com. de Têxteis, Vestuário, Calçados e Art. de Viagem",1,0,1
11/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,1,-1
11/2020,Com. Var. de Lubrificantes,0,1,-1
11/2020,"Com. Atac. de Merc. em Geral, sem Pred. de Alimentos ou de Insumos Agropecuários",14,10,4
11/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",1,2,-1
11/2020,Com. Var. de Material Elétrico,2,1,1
11/2020,Com. Atac. de Medicamentos e Drogas de Uso Humano,22,24,-2
11/2020,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
11/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
11/2020,Com. Var. Especial. de Equip. de Telefonia e Comunicação,0,1,-1
11/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
11/2020,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
11/2020,Com. Atac. Especial. em Outros Produtos Intermediários não Especif. Ant.,1,2,-1
11/2020,Com. Atac. de Componentes Eletrônicos e Equip. de Telefonia e Comunicação,2,1,1
11/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",1,0,1
11/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,0,1
11/2020,Com. Var. de Ferragens e Ferramentas,0,1,-1
11/2020,Com. Atac. de Produtos Alim. em Geral,1,1,0
11/2020,Comercio Var. de Art. de Armarinho,0,1,-1
11/2020,"Com. Var. de Doces, Balas, Bombons e Semelhantes",0,1,-1
11/2020,Com. Atac. de Carnes Bovinas e Suínas e Derivados,66,20,46
11/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
11/2020,"Com. Var. de Bicicletas e Triciclos, Peças e Acessórios",0,1,-1
11/2020,Com. Var. de Mat. de Const. não Especif. Ant.,1,2,-1
11/2020,Com. por Atacado de Peças e Acessórios Novos para Veíc. Autom.,2,1,1
11/2020,Com. por Atacado de Pneumáticos e Câmaras-De-Ar,1,3,-2
11/2020,Com. Atac. de Resíduos e Sucatas Metálicos,1,2,-1
11/2020,Com. Var. de Brinquedos e Art. Recreativos,2,0,2
11/2020,Com. Atac. de Produtos Alim. em Geral,8,6,2
11/2020,Com. Var. Especial. de Equip. e Suprimentos de Informática,0,1,-1
11/2020,Com. Var. de Art. Esportivos,1,2,-1
11/2020,Com. Var. de Art. do Vestuário e Acessórios,2,0,2
11/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",4,3,1
11/2020,Com. Var. de Comb. para Veíc. Autom.,1,0,1
11/2020,Representantes Comerciais e Agentes do Com. de Merc. em Geral não Especial.,0,1,-1
11/2020,Com. Var. de Comb. para Veíc. Autom.,0,2,-2
11/2020,Com. a Var. de Peças e Acessórios para Motocicletas e Motonetas (Desativado),1,0,1
11/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",4,5,-1
11/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",1,2,-1
11/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Usados",0,1,-1
11/2020,"Com. Var. de Doces, Balas, Bombons e Semelhantes",1,1,0
11/2020,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
11/2020,Com. Atac. de Outros Produtos Químicos e Petroquímicos não Especif. Ant.,0,1,-1
11/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",3,0,3
11/2020,Com. Var. de Art. do Vestuário e Acessórios,4,0,4
11/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
11/2020,Com. Var. de Móveis,1,0,1
11/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
11/2020,Com. Var. de Art. de Colchoaria,0,1,-1
11/2020,Lojas de Dep. ou Magazines (Desativado),2,0,2
11/2020,"Com. Atac. de Tintas, Vernizes e Similares",5,0,5
11/2020,"Com. Var. de Suvenires, Bijuterias e Artesanatos",2,0,2
11/2020,"Com. Var. de Suvenires, Bijuterias e Artesanatos",2,0,2
11/2020,"Com. Var. de Suvenires, Bijuterias e Artesanatos",0,2,-2
11/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
11/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
11/2020,Com. Var. Especial. de Equip. de Telefonia e Comunicação,4,4,0
11/2020,Com. Var. Especial. de Equip. de Telefonia e Comunicação,2,1,1
11/2020,Com. Var. de Hortifrutigranjeiros,0,1,-1
11/2020,Com. Var. de Hortifrutigranjeiros,0,1,-1
11/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
11/2020,Com. Atac. de Produtos Alim. em Geral,1,0,1
11/2020,Com. Var. de Madeira e Artefatos,0,1,-1
11/2020,Com. Atac. de Cosméticos e Produtos de Perfumaria,7,7,0
11/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",3,0,3
11/2020,Com. Var. de Mat. de Const. em Geral,2,1,1
11/2020,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
11/2020,Com. Var. de Móveis,1,0,1
11/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,0,1
11/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,2,-2
11/2020,"Serv. de Lavagem, Lubrificação e Polimento de Veíc. Autom.",2,0,2
11/2020,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,2,0,2
11/2020,Com. Var. de Ferragens e Ferramentas,1,0,1
11/2020,Com. Var. Especial. de Equip. e Suprimentos de Informática,0,2,-2
11/2020,Com. Var. de Hortifrutigranjeiros,0,1,-1
